id,pred
20000,0.5607745264286756
20001,0.4344596995235225
20002,0.6565477978854641
20003,0.505641120012466
20004,0.9027881477375972
20005,0.15371853840524255
20006,0.5261056805950757
20007,0.8395001376510172
20008,0.7352502811245818
20009,0.6565328038630538
20010,0.2814719072421414
20011,0.6871022387272929
20012,0.10602498862833203
20013,-0.021535455077611954
20014,0.7130043266532688
20015,0.3986715626934649
20016,0.6291783062324254
20017,0.4914489765627265
20018,0.5680764225064869
20019,-0.045238053460558064
20020,-0.022054226619072026
20021,1.019008195978229
20022,0.5540804710443741
20023,-0.00306920210463181
20024,0.015950879911114102
20025,0.4532073483852989
20026,0.4065261900285608
20027,0.1732912850400102
20028,0.9883823441447983
20029,0.7518948201296349
20030,0.47639337910300744
20031,0.936936942936786
20032,-0.09552429474449581
20033,0.4287514078006373
20034,0.977267499084133
20035,0.5220448512633614
20036,0.2863746343295382
20037,0.5960549205854302
20038,0.41244439846583986
20039,0.3434790576945397
20040,0.24283171247815064
20041,0.7290449321578378
20042,0.45096284266964864
20043,0.6335120046609721
20044,0.5172144179385066
20045,0.7122804953414319
20046,0.7513807573250786
20047,0.35804724593966797
20048,0.2172253616535182
20049,0.3361073851999252
20050,0.6968849129484267
20051,0.2248937720081529
20052,0.5153936836215816
20053,1.0170201951613345
20054,0.9212036310951661
20055,0.7321349579457266
20056,0.2354840837280773
20057,0.6982608753262438
20058,0.27866547543043263
20059,0.9609517547646784
20060,0.0720714443310868
20061,0.7914298111787008
20062,0.18756174451345503
20063,0.565455399031463
20064,0.366678090246059
20065,0.6537026312866123
20066,0.39286082792022864
20067,0.7056336736028781
20068,0.09249219527275844
20069,0.9445334319769971
20070,0.21520765153128574
20071,0.7829251731012223
20072,0.5199295006125833
20073,0.18673788488818605
20074,0.8669400898621844
20075,0.4419694965089191
20076,0.8356083865313404
20077,1.000305913524184
20078,1.0375118394205818
20079,0.857238212835316
20080,0.273781560895751
20081,0.06265179642355588
20082,0.19138645187218234
20083,0.355381261235359
20084,0.5998706743085054
20085,0.3891836541323765
20086,0.6340638211558447
20087,0.6642323711542362
20088,0.8332034783062192
20089,0.6915230915678123
20090,0.6547214301197246
20091,0.6881471540040898
20092,0.8601566526620388
20093,0.3506793198720366
20094,0.8819804905368496
20095,0.7777014942034941
20096,0.5459834536432362
20097,0.5583131307726756
